Merged_Location,lon,lat
"Perth Mess Hall
			8 Francis Street, Perth, Western Australia",115.8618842,-31.9488209
"JB Hi-Fi Forrest Chase
			Tenancy 22, Level 1 200 Murray Street, Perth CBD, Western Australia",115.8602943,-31.9532418
"Woolworths Murray Street
			166 Murray Street, Perth CBD, Western Australia",115.8602924,-31.9532549
"Mont Clare Boutique Apartments
			190 Hay Street, East Perth, Western Australia",115.8730556,-31.9586111
"Aldi - The Square Mirrabooka (Mirrabooka Shopping Centre)
			43 Yirrigan Dr, Mirrabooka, Western Australia",115.8613415,-31.8706615
"Kmart - The Square Mirrabooka (Mirrabooka Shopping Centre)
			43 Yirrigan Dr, Mirrabooka, Western Australia",115.8620333,-31.8716025
"Vinnies Mirrabooka
			43 Yirrigan Dr, Mirrabooka, Western Australia",115.861907,-31.8705826
"The Square Mirrabooka (Mirrabooka Shopping Centre)
			43 Yirrigan Dr, Mirrabooka, Western Australia",115.8617108,-31.8713258
"McDonald's Girrawheen (not drive through)
			Templeton Crescent, Girrawheen, Western Australia",115.8306623,-31.8354119
"Connections Nightclub
			81 James St, Northbridge, Western Australia",115.8584512,-31.9488048
"Bangkok Brothers 
			91 James Street, Northbridge, Western Australia",115.8582786,-31.9487855
"Geisha Nightclub
			135A James St, Northbridge, Western Australia",115.8571473,-31.9481765
"Dan Murphy's Joondalup
			75 Joondalup Drive, Edgewater, Edgewater, Western Australia",115.7771373,-31.7682494
"Dan Murphy's Wanneroo
			1387 Wanneroo Road, Wanneroo, Western Australia",115.7814637,-31.7185845
"Newpark Shopping Centre
			60 Marangaroo Drive, Girrawheen, Western Australia",115.8296111,-31.8357429
"IGA Girrawheen - Newpark Shopping Centre
			60 Marangaroo Dr, Girrawheen, Western Australia",115.8290654,-31.8349136
"Shell Coles Express Girrawheen (fuel station)
			60 Marangaroo Drive, Marangaroo, Western Australia",115.829135,-31.8345525
"Bloody French
			279 Rokeby Rd, Subiaco, Western Australia",115.8236534,-31.9528285
"Palace Cinema, Raine Square
			Top floor, Raine Square, 300 Murray St, Perth CBD, Western Australia",115.85733,-31.9510937
"Vans Shoes Store - CBD
			Lower Ground, 195 Murray St, Perth CBD, Western Australia",115.8592251,-31.9533963
"Kmart - CBD
			712 Hay Street Mall, Perth CBD, Western Australia",115.8577622,-31.9534245
"McDonald's - CBD
			608 Hay Street, Perth CBD, Western Australia",115.8604843,-31.9546161
"H&M
			3 Forrest Place, Perth CBD, Western Australia",115.858976253902,-31.9520971183269
"Galway Hooker
			3/148 The Esplanade, Scarborough, Western Australia",115.7564458,-31.8931838
"Scarborough Sunset Markets
			152 The Esplanade, Scarborough, Western Australia",115.7562278,-31.893935
"WA Museum Boola Bardip
			Perth Cultural Centre, Perth CBD, Western Australia",115.8619234,-31.9497246
"7-Eleven Midland
			8 Clayton St, Midland, Western Australia",116.0154275,-31.8980303
"T1 Virgin Domestic - Perth Airport
			Arrivals area and luggage carousel
			1 Horrie Miller Drive, Perth Airport, Western Australia",115.9672492,-31.9385476
